id	license	rightsHolder	institutionCode	collectionCode	basisOfRecord	occurrenceID	recordNumber	organismQuantity	organismQuantityType	occurrenceStatus	eventDate	year	month	day	countryCode	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	scientificName	kingdom	phylum	class	order	family	taxonRank	vernacularName
MST-DK-invasives-574	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-574	574			PRESENT	2017-07-03	2017	07	03	DK	55.6428806	12.4204482		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-575	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-575	575			PRESENT	2017-07-03	2017	07	03	DK	55.61443065	12.50348971		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-576	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-576	576			PRESENT	2017-02-03	2017	02	03	DK	55.60600782	9.707146642		Neovison vison, (Schreber, 1777)	Animalia 	Chordata 	Mammalia 	Carnivora 	Mustelidae 	SPECIES	Mink
MST-DK-invasives-577	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-577	577			PRESENT	2017-07-03	2017	07	03	DK	54.89706596	9.626435348		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-578	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-578	578			PRESENT	2017-07-02	2017	07	02	DK	54.76771923	11.89336542		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-579	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-579	579			PRESENT	2017-07-03	2017	07	03	DK	54.75705077	11.85676229		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-580	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-580	580			PRESENT	2017-07-03	2017	07	03	DK	55.25291157	12.10644227		Arion vulgaris Moquin-Tandon, 1855	Animalia 	Mollusca 	Gastropoda 	Stylommatophora	Arionidae	SPECIES	Dræbersnegl
MST-DK-invasives-581	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-581	581			PRESENT	2017-07-03	2017	07	03	DK	55.2706895	10.430823		Arion vulgaris Moquin-Tandon, 1855	Animalia 	Mollusca 	Gastropoda 	Stylommatophora	Arionidae	SPECIES	Dræbersnegl
MST-DK-invasives-582	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-582	582			PRESENT	2017-07-03	2017	07	03	DK	55.62730963	9.716619182		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-583	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-583	583			PRESENT	2017-07-03	2017	07	03	DK	56.18242381	9.852701334		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-585	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-585	585			PRESENT	2017-07-01	2017	07	01	DK	55.43929131	10.18315404		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-586	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-586	586			PRESENT	2017-07-03	2017	07	03	DK	55.93724029	9.716370431		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-588	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-588	588			PRESENT	2017-07-03	2017	07	03	DK	56.28424075	9.973681107		Arion vulgaris Moquin-Tandon, 1855	Animalia 	Mollusca 	Gastropoda 	Stylommatophora	Arionidae	SPECIES	Dræbersnegl
MST-DK-invasives-589	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-589	589			PRESENT	2017-07-03	2017	07	03	DK	57.0694476	10.16641503		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-593	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-593	593			PRESENT	2017-07-01	2017	07	01	DK	55.87402242	9.77405992		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-594	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-594	594			PRESENT	2017-07-01	2017	07	01	DK	55.71861146	9.9141489		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-595	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-595	595			PRESENT	2017-06-29	2017	06	29	DK	55.06423471	10.36597302		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-597	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-597	597			PRESENT	2017-07-03	2017	07	03	DK	55.71058951	9.742641914		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-598	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-598	598			PRESENT	2017-07-03	2017	07	03	DK	57.01561558	10.02854831		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-599	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-599	599			PRESENT	2017-07-01	2017	07	01	DK	54.92996051	9.839273171		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-600	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-600	600			PRESENT	2017-07-03	2017	07	03	DK	57.0055672	10.04126867		Rosa rugosa, Thunb.	Plantae 	Magnoliophyta 	Magnoliopsida 	Rosales	Rosaceae	SPECIES	Rynket rose
MST-DK-invasives-601	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-601	601			PRESENT	2017-07-01	2017	07	01	DK	55.71420535	9.756189154		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-603	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-603	603			PRESENT	2017-07-03	2017	07	03	DK	57.0668657	9.915559993		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-605	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-605	605			PRESENT	2017-07-04	2017	07	04	DK	55.34927524	10.26717469		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-606	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-606	606			PRESENT	2017-07-04	2017	07	04	DK	57.02779863	9.925574047		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-607	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-607	607			PRESENT	2017-06-07	2017	06	07	DK	55.49167866	8.425158074		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-608	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-608	608			PRESENT	2017-07-03	2017	07	03	DK	55.65960289	12.39877604		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-609	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-609	609			PRESENT	2017-06-06	2017	06	06	DK	55.61401802	8.495609242		Trachemys scripta subsp. Elegans, (Wied, 1838)	Animalia 	Chordata	Reptilia 	Chelonia	Emydidae 	SPECIES	Rødøret terrapin
MST-DK-invasives-614	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-614	614			PRESENT	2017-05-22	2017	05	22	DK	55.21829904	10.72897365		Neovison vison, (Schreber, 1777)	Animalia 	Chordata 	Mammalia 	Carnivora 	Mustelidae 	SPECIES	Mink
MST-DK-invasives-615	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-615	615			PRESENT	2017-07-04	2017	07	04	DK	57.04403136	9.938163326		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-616	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-616	616			PRESENT	2017-07-04	2017	07	04	DK	56.580232	8.772723871		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-617	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-617	617			PRESENT	2017-07-04	2017	07	04	DK	55.54639189	10.02561984		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-620	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-620	620			PRESENT	2017-07-04	2017	07	04	DK	56.62233873	8.744933463		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-621	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-621	621			PRESENT	2017-07-04	2017	07	04	DK	55.3289157	11.8862915		Arion vulgaris Moquin-Tandon, 1855	Animalia 	Mollusca 	Gastropoda 	Stylommatophora	Arionidae	SPECIES	Dræbersnegl
MST-DK-invasives-622	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-622	622			PRESENT	2017-07-05	2017	07	05	DK	55.50132457	11.98829782		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-623	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-623	623			PRESENT	2017-07-05	2017	07	05	DK	55.65531992	12.21351709		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-624	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-624	624			PRESENT	2017-07-05	2017	07	05	DK	55.61963965	8.492177168		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-625	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-625	625			PRESENT	2017-07-05	2017	07	05	DK	54.77080164	11.84219153		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-626	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-626	626			PRESENT	2017-07-05	2017	07	05	DK	56.57905541	8.84409444		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-628	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-628	628			PRESENT	2017-07-06	2017	07	06	DK	56.24647729	10.33787293		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-629	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-629	629			PRESENT	2017-07-06	2017	07	06	DK	55.95033934	11.59259184		Solidago canadensis, L.	Plantae 	Magnoliophyta	Magnoliopsida 	Asterales	Asteraceae 	SPECIES	Canadisk gyldenris
MST-DK-invasives-631	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-631	631			PRESENT	2017-07-06	2017	07	06	DK	55.96067174	11.59189495		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-632	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-632	632			PRESENT	2017-07-07	2017	07	07	DK	55.84414135	12.44715767		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-633	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-633	633			PRESENT	2017-07-05	2017	07	05	DK	55.23753611	8.712508151		Arion vulgaris Moquin-Tandon, 1855	Animalia 	Mollusca 	Gastropoda 	Stylommatophora	Arionidae	SPECIES	Dræbersnegl
MST-DK-invasives-634	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-634	634			PRESENT	2017-07-06	2017	07	06	DK	55.38141989	11.19588625		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-635	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-635	635			PRESENT	2017-07-07	2017	07	07	DK	55.6359645	11.4584594		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-636	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-636	636			PRESENT	2017-07-07	2017	07	07	DK	55.6359645	11.4584594		Rosa rugosa, Thunb.	Plantae 	Magnoliophyta 	Magnoliopsida 	Rosales	Rosaceae	SPECIES	Rynket rose
MST-DK-invasives-637	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-637	637			PRESENT	2017-07-07	2017	07	07	DK	55.6359645	11.4584594		Arion vulgaris Moquin-Tandon, 1855	Animalia 	Mollusca 	Gastropoda 	Stylommatophora	Arionidae	SPECIES	Dræbersnegl
MST-DK-invasives-638	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-638	638			PRESENT	2017-07-07	2017	07	07	DK	55.41923583	10.2217907		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-639	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-639	639			PRESENT	2017-07-08	2017	07	08	DK	54.75872981	11.85642824		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-640	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-640	640			PRESENT	2017-07-08	2017	07	08	DK	55.71877398	12.56380252		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-641	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-641	641			PRESENT	2017-07-08	2017	07	08	DK	57.07894554	9.896094276		Arion vulgaris Moquin-Tandon, 1855	Animalia 	Mollusca 	Gastropoda 	Stylommatophora	Arionidae	SPECIES	Dræbersnegl
MST-DK-invasives-642	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-642	642			PRESENT	2017-07-08	2017	07	08	DK	56.06610918	9.834248021		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-643	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-643	643			PRESENT	2017-07-09	2017	07	09	DK	55.83152212	12.54784254		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-644	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-644	644			PRESENT	2017-07-09	2017	07	09	DK	55.65146909	8.814047448		Prunus serotina, Ehrh.	Plantae 	Magnoliophyta 	Magnoliopsida 	Rosales 	Rosaceae 	SPECIES	Glansbladet hæg
MST-DK-invasives-645	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-645	645			PRESENT	2017-07-09	2017	07	09	DK	55.98049434	12.38112211		Neovison vison, (Schreber, 1777)	Animalia 	Chordata 	Mammalia 	Carnivora 	Mustelidae 	SPECIES	Mink
MST-DK-invasives-646	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-646	646			PRESENT	2017-07-10	2017	07	10	DK	55.44449551	8.406307603		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-647	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-647	647			PRESENT	2017-07-11	2017	07	11	DK	55.89309454	12.51524854		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-648	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-648	648			PRESENT	2017-07-11	2017	07	11	DK	55.63286434	12.54460571		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-649	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-649	649			PRESENT	2017-07-11	2017	07	11	DK	55.81346414	12.38258984		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-650	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-650	650			PRESENT	2017-07-07	2017	07	07	DK	55.3813115	11.19634248		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-651	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-651	651			PRESENT	2017-07-12	2017	07	12	DK	56.088963	8.237957002		Rosa rugosa, Thunb.	Plantae 	Magnoliophyta 	Magnoliopsida 	Rosales	Rosaceae	SPECIES	Rynket rose
MST-DK-invasives-652	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-652	652			PRESENT	2017-07-12	2017	07	12	DK	56.08390753	8.621785747		Rosa rugosa, Thunb.	Plantae 	Magnoliophyta 	Magnoliopsida 	Rosales	Rosaceae	SPECIES	Rynket rose
MST-DK-invasives-653	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-653	653			PRESENT	2017-07-12	2017	07	12	DK	55.82418649	12.3155773		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-654	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-654	654			PRESENT	2017-07-12	2017	07	12	DK	56.39094165	9.887070087		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-655	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-655	655			PRESENT	2017-07-12	2017	07	12	DK	56.3831301	9.887847283		Rosa rugosa, Thunb.	Plantae 	Magnoliophyta 	Magnoliopsida 	Rosales	Rosaceae	SPECIES	Rynket rose
MST-DK-invasives-656	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-656	656			PRESENT	2017-07-12	2017	07	12	DK	56.40488888	9.908525146		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-658	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-658	658			PRESENT	2017-07-12	2017	07	12	DK	55.8553165	8.356704179		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-659	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-659	659			PRESENT	2017-07-12	2017	07	12	DK	57.09510849	10.01257713		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-660	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-660	660			PRESENT	2017-07-12	2017	07	12	DK	55.39674594	10.74529548		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-661	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-661	661			PRESENT	2017-07-13	2017	07	13	DK	55.94916657	11.76264968		Reynoutria japonica Houtt.	Plantae 	Magnoliophyta 	Magnoliopsida	Caryophyllales 	Polygonaceae	SPECIES	Japansk pileurt
MST-DK-invasives-662	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-662	662			PRESENT	2017-07-13	2017	07	13	DK	55.87693951	9.776560267		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-663	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-663	663			PRESENT	2017-07-13	2017	07	13	DK	55.35057153	10.42853029		Impatiens glandulifera, Royle	Plantae 	Magnoliophyta 	Magnoliopsida 	Ericales 	Balsaminaceae 	SPECIES	Kæmpe-balsamin
MST-DK-invasives-664	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-664	664			PRESENT	2017-07-14	2017	07	14	DK	56.05546734	9.771871151		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-665	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-665	665			PRESENT	2017-07-13	2017	07	13	DK	55.6309376	12.39285249		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-666	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-666	666			PRESENT	2017-07-15	2017	07	15	DK	56.17977784	10.17859638		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
MST-DK-invasives-667	https://creativecommons.org/licenses/by/4.0/	MST	MST	DK-invasives	HumanObservation	MST-DK-invasives-667	667			PRESENT	2017-07-15	2017	07	15	DK	54.99862907	12.0757391		Heracleum mantegazzianum, Sommier & Levier	Plantae 	Magnoliophyta 	Magnoliopsida 	Apiales	Apiaceae	SPECIES	Kæmpe-bjørneklo
